Event,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Probability
E1515,2.02,9.01,1.5,5.73,6.55,1.1,1.99,8.31,1.47,0.00011001
E1516,3.16,9.31,0.77,2.94,4.88,1.83,5.14,3.77,0.38,0.00029718
E1517,5.27,5.1,0.68,3.86,9.22,5.55,4.52,7.48,6.69,0.0002094
E1518,4.82,8.88,3.76,4.77,5.94,7.88,8.41,5.52,2.77,9.248e-05
E1519,4.13,9.3,4.35,9.04,7.47,4.44,3.05,1.77,5.42,0.0001647
E1520,1.2,5.49,8.0,0.02,1.09,1.86,9.25,8.79,5.42,0.00032258
E1521,6.91,7.09,1.61,7.77,1.68,5.12,8.91,4.94,9.6,0.00031865
E1522,8.03,5.23,6.05,7.29,3.87,4.67,0.46,7.73,7.86,4.906e-05
E1523,6.14,5.46,3.08,5.67,1.12,8.02,1.69,3.85,7.49,0.00020441
E1524,5.84,7.85,5.81,8.6,0.56,9.2,5.72,3.97,0.25,0.00023478
E1525,1.1,4.01,8.0,1.9,5.31,0.47,2.57,9.26,9.12,2.912e-05
E1526,1.61,1.23,4.2,3.18,1.18,9.02,5.16,2.23,7.13,0.00026067
E1527,0.75,2.45,9.62,5.76,5.58,7.72,5.64,7.72,1.51,1.295e-05
E1528,4.83,4.45,5.11,0.41,5.68,7.07,7.28,2.52,8.45,0.0001555
E1529,3.32,8.14,2.38,8.45,3.62,4.24,2.69,4.52,7.31,0.00034672
E1530,6.48,7.3,0.49,5.78,3.67,8.0,4.67,6.87,0.88,0.00010904
E1531,6.75,4.65,6.91,9.47,5.94,8.46,6.94,1.22,8.15,0.00022653
E1532,3.21,8.26,9.88,2.31,1.56,6.57,1.46,3.98,4.92,6.96e-05
E1533,7.49,6.62,6.4,4.97,6.12,3.32,7.4,4.84,3.18,4.514e-05
E1534,2.08,3.92,1.16,4.79,2.07,1.16,6.46,4.52,2.0,9.002e-05
E1535,9.96,4.93,0.21,4.44,5.04,4.74,4.63,0.16,4.3,0.00026476
E1536,3.91,4.46,1.85,1.61,1.68,3.06,9.39,3.33,9.21,0.00014549
E1537,4.47,0.47,5.39,0.6,1.64,1.22,0.81,7.1,0.72,0.00010522
E1538,5.62,3.52,9.25,9.67,3.53,9.04,5.67,4.71,7.99,0.00036505
E1539,3.26,8.9,3.57,1.04,7.97,0.49,8.79,8.72,6.28,0.00013517
E1540,5.09,2.51,6.43,5.31,9.39,4.21,4.67,7.58,5.8,0.00028612
E1541,3.92,3.58,8.5,6.78,3.09,3.25,3.88,0.16,1.49,0.00020556
E1542,0.87,5.3,7.34,3.35,3.85,4.85,5.65,3.14,0.12,0.00013437
E1543,8.64,8.63,0.36,1.77,1.02,9.39,4.24,7.74,0.66,0.00034718
E1544,5.45,1.39,9.59,3.55,5.9,8.03,1.37,0.59,9.06,0.00036679
E1545,1.91,2.55,2.51,7.65,3.1,3.48,8.63,8.89,7.09,6.363e-05
E1546,5.23,6.69,9.11,1.57,9.5,5.19,1.38,9.87,6.74,0.00032106
E1547,8.67,0.99,0.03,8.52,6.03,8.34,6.37,9.15,6.52,6.171e-05
E1548,3.23,0.81,1.35,3.67,0.14,0.56,0.25,9.34,7.73,5.771e-05
E1549,1.14,7.96,6.9,1.9,0.9,6.18,5.46,4.54,8.83,5.348e-05
E1550,4.53,5.91,2.03,2.17,5.45,7.26,9.3,6.0,0.34,0.00015438
E1551,8.78,4.58,3.15,0.32,1.91,2.55,9.37,5.08,3.29,0.00020369
E1552,2.51,9.86,0.84,7.68,8.51,1.84,1.82,7.99,1.05,0.00020794
E1553,4.97,1.34,5.71,4.86,2.48,7.18,0.58,3.2,1.71,5.37e-06
E1554,5.5,2.15,3.37,9.15,7.12,5.87,9.22,1.99,5.41,0.00029322
E1555,1.08,4.56,5.3,6.06,5.2,2.82,5.85,4.94,3.15,0.00018414
E1556,6.86,0.42,6.84,6.78,2.7,8.54,7.44,6.08,1.05,0.00024643
E1557,7.7,1.91,6.63,5.06,8.88,5.0,9.88,0.02,3.86,0.00038924
E1558,1.9,3.2,7.35,7.85,3.49,7.39,7.62,2.33,1.91,0.00023919
E1559,0.27,0.46,0.19,2.52,0.01,3.82,9.85,4.23,6.08,0.00037958
E1560,9.86,0.88,8.38,1.29,4.33,8.11,1.09,6.3,4.3,0.00033659
E1561,1.47,5.15,6.05,3.29,2.33,7.55,5.99,6.89,9.95,0.00027123
E1562,1.76,7.66,1.4,4.63,3.84,6.32,1.18,3.22,9.9,0.00014595
E1563,3.26,4.21,2.46,3.19,4.72,1.19,3.56,0.21,6.79,0.00010448
E1564,6.22,5.81,4.08,5.42,9.18,2.64,1.54,1.08,6.98,0.00023781
E1565,2.08,1.75,1.17,5.59,0.26,1.36,7.0,2.99,4.91,0.00020167
E1566,3.58,8.22,6.27,3.8,6.15,3.57,0.79,2.15,7.8,0.00036848
E1567,8.87,4.19,2.84,2.75,4.45,0.09,7.85,2.23,0.28,0.0001384
E1568,9.06,4.19,8.22,9.5,4.45,1.78,3.88,8.49,3.82,8.074e-05
E1569,1.03,9.79,4.24,1.4,2.57,0.18,6.11,5.18,6.92,0.00021829
E1570,9.61,7.54,6.66,4.24,0.96,4.13,0.72,3.43,5.43,0.000104
E1571,2.98,6.36,8.45,6.09,2.06,9.45,8.07,5.93,4.88,0.00018468
E1572,7.36,8.16,7.13,0.61,3.77,7.74,9.02,4.43,7.75,0.00024099
E1573,5.14,5.72,1.43,6.09,1.95,7.85,4.81,6.05,6.94,0.00019619
E1574,4.4,4.96,4.38,1.03,6.48,6.38,9.0,6.92,6.84,0.00027097
E1575,5.95,9.17,8.65,2.0,1.58,6.72,8.6,4.94,2.15,0.0002634
E1576,1.96,9.47,6.94,5.29,8.76,8.9,7.7,5.28,6.37,6.559e-05
E1577,5.22,6.1,6.88,1.32,4.25,0.67,7.64,7.03,3.85,0.00015845
E1578,0.38,0.33,2.41,9.89,8.8,0.5,4.01,2.93,2.41,0.00035403
E1579,8.77,1.81,8.32,6.21,1.26,4.57,6.28,1.87,2.9,0.00032909
E1580,8.59,1.62,6.9,2.21,5.68,5.69,4.01,3.47,4.27,0.00034938
E1581,2.06,9.15,2.86,2.67,7.88,3.99,2.09,3.83,7.81,0.00030589
E1582,0.36,5.27,4.9,7.96,8.75,0.12,6.93,6.53,3.0,0.00017041
E1583,1.64,0.53,1.45,9.27,1.71,3.31,0.11,5.06,4.93,0.00014351
E1584,8.63,0.23,0.27,4.88,3.1,3.63,2.92,0.78,9.99,0.00011736
E1585,3.26,1.95,0.73,4.82,5.96,2.17,2.43,4.62,5.67,0.00035463
E1586,9.71,2.06,7.82,3.91,2.78,8.09,2.9,1.51,8.67,4.41e-05
E1587,7.63,1.54,1.18,5.91,9.86,7.7,6.99,8.5,3.12,0.00027978
E1588,5.06,4.28,3.73,6.62,2.11,4.46,9.93,8.92,2.18,0.00034403
E1589,1.9,8.54,1.95,0.09,3.33,8.08,1.07,1.44,5.48,0.00035629
E1590,2.12,1.39,1.74,3.32,7.12,9.4,9.24,2.75,5.73,0.00011873
E1591,1.23,0.12,2.49,3.72,4.66,7.84,6.96,5.33,5.88,0.00030407
E1592,6.14,8.79,4.58,5.21,1.59,3.96,2.94,5.2,9.69,3.197e-05
E1593,0.11,7.07,2.73,6.02,9.16,0.55,0.0,0.45,5.43,0.00011244
E1594,8.28,1.37,6.35,9.9,7.34,3.08,6.19,1.43,8.76,3.788e-05
E1595,0.71,2.93,3.69,8.0,0.89,3.98,0.6,9.52,8.76,0.00021453
E1596,9.04,8.37,2.5,0.24,0.0,6.69,8.13,6.02,6.13,6.739e-05
E1597,6.73,1.4,1.96,2.27,6.81,3.71,8.52,6.47,8.67,0.00022512
E1598,6.46,2.3,1.25,1.59,9.21,4.32,5.13,0.38,6.76,0.0002238
E1599,7.71,3.49,9.86,2.82,2.02,3.7,3.29,8.24,9.18,0.00034803
E1600,4.82,4.09,8.36,3.99,7.06,8.43,1.98,5.1,1.73,0.00029799
E1601,1.99,1.12,9.86,8.41,5.94,5.18,0.13,5.64,5.63,0.00038673
E1602,7.42,6.04,1.91,2.02,9.08,9.37,8.73,9.78,7.29,0.00018436
E1603,0.95,7.96,3.75,3.87,6.99,5.88,5.14,9.19,3.61,6.591e-05
E1604,6.72,2.13,6.14,9.84,3.84,1.84,6.04,2.58,9.03,0.00034051
E1605,1.37,5.45,6.16,9.63,1.76,4.68,7.25,8.49,7.74,0.0001236
E1606,5.29,2.62,8.53,8.62,3.95,5.21,7.68,0.42,3.08,0.0003316
E1607,0.04,3.97,0.93,3.01,8.17,6.4,7.99,5.66,5.06,0.00022583
E1608,0.39,3.04,2.25,2.42,2.99,3.29,5.3,6.51,9.38,6.786e-05
E1609,7.35,3.83,6.97,8.01,3.02,9.98,3.29,5.7,0.18,0.00031288
E1610,9.38,3.23,9.89,2.13,7.51,6.02,1.57,7.14,3.59,0.0002129
E1611,6.05,3.59,4.76,4.79,4.32,4.34,5.41,4.97,6.57,6.535e-05
E1612,3.65,4.1,3.39,1.68,3.34,5.07,0.51,5.85,2.61,0.00016722
E1613,7.75,1.25,4.53,8.51,5.57,8.19,8.44,7.6,8.97,0.00030533
E1614,0.74,8.68,1.65,0.88,0.59,3.38,9.89,1.62,1.92,3.803e-05
E1615,9.39,8.47,0.34,1.13,3.16,3.12,7.87,0.6,9.48,0.00027862
E1616,6.72,0.02,4.8,6.25,4.04,9.07,5.87,3.13,9.79,6.429e-05
E1617,3.61,0.69,7.32,8.12,0.18,9.53,0.81,0.08,4.14,0.00014299
E1618,0.78,8.72,1.31,1.12,2.68,4.23,2.72,4.77,4.68,2.614e-05
E1619,4.61,4.7,3.39,0.51,7.06,6.67,9.07,8.34,9.75,0.00019562
E1620,1.89,4.91,5.54,0.73,3.45,8.36,6.96,9.17,3.01,0.0002311
E1621,7.27,5.51,7.84,6.03,4.13,4.6,6.09,8.27,9.78,0.00029414
E1622,8.94,8.52,0.33,3.03,9.91,6.25,5.2,5.45,9.65,5.616e-05
E1623,1.54,1.75,2.12,6.89,1.79,9.6,9.51,2.37,3.46,0.0001851
E1624,6.0,9.11,4.88,6.74,5.05,7.4,6.81,1.45,6.98,0.00012685
E1625,0.58,7.07,4.46,3.89,9.86,9.97,1.01,5.13,1.35,4.158e-05
E1626,2.0,9.72,5.38,0.22,9.55,6.6,3.42,9.83,6.97,5.395e-05
E1627,0.36,4.19,4.51,5.83,1.24,1.08,0.32,7.13,0.76,0.00033781
E1628,0.98,6.06,6.26,6.67,3.05,1.67,5.26,9.83,7.87,5.202e-05
E1629,0.24,6.68,0.66,7.21,7.42,9.82,1.16,3.97,6.49,0.00022531
E1630,8.98,1.46,2.79,6.07,2.87,7.63,3.48,7.42,6.55,0.00024637
E1631,6.72,4.14,8.98,3.36,0.07,4.84,5.54,7.82,4.18,0.00025663
E1632,5.97,2.54,1.86,6.28,1.79,5.04,6.57,0.47,3.86,0.00011504
E1633,0.15,3.97,2.61,0.15,8.51,3.43,1.61,7.86,1.84,0.00025313
E1634,4.21,1.08,3.9,7.93,2.27,5.67,8.38,7.77,7.02,2.827e-05
E1635,6.61,0.86,6.22,9.1,2.95,0.41,8.05,8.31,9.6,0.00011492
E1636,4.78,7.02,8.69,0.91,1.73,3.85,4.0,7.37,1.61,0.00025651
E1637,7.82,5.42,8.24,4.1,0.35,0.18,0.08,7.48,0.58,0.00020213
E1638,3.66,5.83,5.25,4.36,8.13,9.95,1.29,8.04,3.28,0.00031399
E1639,2.89,3.27,6.97,3.62,4.13,8.63,7.72,8.08,4.76,7.954e-05
E1640,3.6,8.53,8.43,8.95,1.39,9.44,2.67,2.19,0.81,0.00032725
E1641,8.89,7.8,3.04,5.7,5.33,4.79,4.99,7.29,9.16,0.00036649
E1642,2.83,5.54,3.13,1.03,9.45,4.14,1.3,1.12,2.52,9.798e-05
E1643,7.54,0.59,1.08,9.73,1.23,0.17,6.39,6.75,3.38,0.00033056
E1644,1.05,3.52,9.99,0.71,8.83,6.49,9.74,9.84,2.49,0.0001387
E1645,0.77,4.76,4.27,5.9,8.51,8.38,8.05,7.13,5.96,0.00026937
E1646,4.83,9.85,1.22,6.19,9.26,8.68,2.01,1.37,5.3,0.00013388
E1647,0.08,9.38,1.86,0.27,2.99,7.4,4.93,2.44,6.69,0.00011322
E1648,5.85,9.28,9.45,9.56,2.45,5.98,5.0,1.8,0.5,0.00032849
E1649,6.49,5.28,7.46,8.89,2.29,1.19,8.22,7.97,6.19,0.00016567
E1650,1.78,4.56,9.41,1.52,1.84,1.18,4.85,5.78,6.02,0.00023885
E1651,3.48,1.01,5.71,7.34,5.04,6.35,8.86,4.77,1.53,0.00022438
E1652,3.58,3.74,5.32,8.71,1.13,2.73,4.51,1.06,1.17,0.00021486
E1653,5.64,7.31,0.69,0.93,2.69,6.41,9.67,8.53,0.42,0.00023716
E1654,5.6,9.49,7.69,5.56,5.02,9.49,8.34,0.52,6.92,6.619e-05
E1655,6.24,0.25,6.98,9.53,3.26,3.09,1.95,4.2,9.0,0.00034811
E1656,2.32,9.66,7.77,5.79,1.16,8.49,3.42,5.43,3.95,2.135e-05
E1657,3.66,3.79,4.65,1.18,7.0,8.27,4.42,0.95,1.25,8.91e-05
E1658,7.23,8.93,2.39,0.29,0.24,0.43,2.99,1.24,8.79,0.00034143
E1659,9.13,3.07,6.63,5.81,0.82,9.18,7.69,4.13,8.29,0.00020219
E1660,4.34,5.37,4.6,5.11,1.26,5.37,8.38,1.18,7.3,0.00012496
E1661,5.35,4.95,2.9,9.87,2.93,4.91,0.79,1.12,2.7,0.00021777
E1662,6.29,4.58,5.33,3.7,0.21,5.96,0.1,6.19,6.11,0.0001478
E1663,0.24,1.72,2.15,4.26,6.0,1.48,4.92,5.58,1.78,5.259e-05
E1664,9.33,2.22,8.66,4.45,2.39,1.42,2.88,5.65,2.1,0.00012814
E1665,5.42,9.25,8.0,4.76,1.54,1.16,4.02,4.44,8.71,1.81e-06
E1666,7.26,2.42,2.49,9.93,5.74,4.32,0.77,4.35,5.32,0.00032885
E1667,1.37,7.91,3.35,9.97,3.98,6.39,7.88,0.24,6.26,0.00017822
E1668,6.72,6.94,6.95,4.21,5.39,8.39,8.27,9.74,6.75,1.34e-05
E1669,9.41,8.99,5.37,7.56,7.64,9.89,9.18,9.55,7.66,0.00035982
E1670,8.13,8.01,7.29,0.77,5.1,3.92,3.81,7.7,4.21,0.00019775
E1671,0.93,8.64,0.25,7.4,8.03,5.49,7.49,4.41,4.54,2.027e-05
E1672,7.66,6.54,4.55,2.4,2.02,0.01,7.2,1.96,8.79,0.00019438
E1673,7.81,1.99,3.48,1.17,7.97,5.73,0.53,1.84,2.55,0.00014821
E1674,0.17,0.58,6.33,4.61,2.09,0.37,4.35,8.55,7.51,9.668e-05
E1675,3.13,6.72,9.46,8.69,3.95,7.95,1.73,6.78,1.26,0.00018237
E1676,8.98,1.57,1.36,7.39,6.37,4.93,2.0,0.48,2.18,2.871e-05
E1677,5.86,1.73,0.46,2.88,4.81,8.08,1.74,9.26,5.87,0.0001331
E1678,3.18,7.97,0.88,5.56,0.42,6.22,4.66,8.31,0.23,3.025e-05
E1679,9.39,4.96,9.78,6.76,8.08,6.87,8.71,9.17,1.1,0.00010015
E1680,2.11,2.88,4.57,7.53,0.87,1.29,6.47,6.99,5.16,1.673e-05
E1681,2.43,9.89,9.48,1.62,4.87,1.92,6.36,7.46,5.37,0.00014939
E1682,2.79,1.71,9.48,0.95,1.72,9.41,7.62,2.31,3.79,0.00027879
E1683,3.4,8.65,8.85,8.32,6.76,8.99,1.41,5.96,7.58,0.00032598
E1684,6.16,0.95,1.11,7.22,0.94,5.24,7.66,7.59,8.65,0.0003091
E1685,8.9,6.39,6.88,2.33,2.06,7.76,8.98,8.35,3.85,0.00027317
E1686,8.34,9.43,5.98,2.61,9.05,0.61,3.61,8.38,6.45,0.00029916
E1687,1.51,0.61,2.78,4.81,6.78,1.54,3.22,2.62,2.73,0.00011416
E1688,8.38,9.76,2.12,9.97,6.51,8.88,6.8,0.53,9.03,0.0002325
E1689,8.67,6.96,7.52,7.16,1.07,9.56,0.73,0.88,0.2,6.57e-05
E1690,7.96,3.35,6.7,1.81,7.94,6.84,3.56,1.23,8.03,0.00020926
E1691,1.11,3.21,8.33,2.21,9.49,7.78,7.79,5.29,5.7,1.827e-05
E1692,6.76,0.06,1.79,3.31,8.95,5.51,0.63,5.89,3.35,2.573e-05
E1693,1.4,0.99,1.27,6.86,9.46,6.37,9.37,2.97,7.98,0.00031132
E1694,0.86,8.57,2.2,9.82,0.37,4.98,1.56,6.6,7.5,0.00031071
E1695,8.05,1.92,6.36,0.97,1.9,1.06,4.76,8.11,4.47,9.596e-05
E1696,1.84,6.58,5.93,7.88,3.45,2.8,7.37,8.14,1.67,0.00013486
E1697,4.28,9.91,9.61,3.48,1.47,0.2,9.35,7.85,9.3,0.00022181
E1698,2.96,6.29,7.33,9.67,7.79,1.55,9.16,5.64,4.77,0.0003485
E1699,6.52,2.11,3.49,0.05,1.75,1.33,4.94,0.34,9.8,0.00035479
E1700,4.08,9.56,6.19,7.85,3.16,5.86,0.76,7.69,1.75,0.00022123
E1701,0.38,4.37,2.75,1.2,1.25,9.22,3.87,5.37,1.19,0.00019126
E1702,9.28,1.29,9.29,1.62,8.88,2.71,0.37,4.8,2.84,0.00034947
E1703,8.21,4.0,4.29,9.12,5.95,3.77,1.94,9.61,3.1,0.00031592
E1704,9.64,1.25,8.1,8.72,7.69,1.34,8.8,5.81,0.66,7.189e-05
E1705,3.36,7.66,7.53,5.65,2.0,7.05,3.22,4.84,8.96,4.375e-05
E1706,9.5,9.76,8.51,3.21,3.97,3.91,8.97,2.01,9.49,0.00018065
E1707,0.36,9.79,2.49,6.96,7.72,5.5,0.9,4.97,1.33,0.00036395
E1708,7.34,5.86,2.7,2.13,6.78,1.48,6.01,0.96,9.95,0.00016675
E1709,0.06,6.12,5.2,5.36,3.64,6.5,9.94,5.79,7.86,0.00033875
E1710,7.7,6.09,6.98,3.13,7.82,8.27,2.08,6.88,3.0,0.00033374
E1711,4.73,5.78,8.14,9.22,6.66,5.74,1.24,9.56,3.95,0.00023827
E1712,2.21,2.13,2.26,3.89,3.81,9.81,5.65,5.32,0.02,0.00033518
E1713,1.08,5.54,2.12,3.08,6.27,7.98,9.24,2.9,3.59,0.00018497
E1714,3.98,8.65,4.97,2.12,0.61,3.38,7.74,6.78,3.67,0.0003897
E1715,4.35,1.8,0.08,4.17,4.62,7.11,4.29,5.28,5.05,0.00023055
E1716,2.84,0.59,3.32,9.19,4.43,8.99,0.68,4.6,8.28,0.0001281
E1717,4.61,0.78,1.19,9.38,8.43,7.05,0.2,2.01,5.43,0.00038174
E1718,1.41,5.69,5.5,8.92,7.43,0.85,4.6,2.7,0.98,0.00025256
E1719,6.66,3.69,1.0,7.43,2.97,7.97,1.51,3.93,1.93,0.00036548
E1720,4.69,8.98,6.6,1.26,7.56,0.45,9.45,3.52,5.23,0.00018296
E1721,5.61,0.86,6.07,6.41,3.08,1.81,2.54,5.64,4.41,7.25e-05
E1722,1.58,4.64,3.08,0.24,9.02,7.04,5.41,7.45,8.95,0.00032737
E1723,8.32,0.56,7.71,9.7,8.29,8.68,0.5,0.36,4.73,0.00031255
E1724,0.01,4.51,2.63,6.57,0.98,5.75,5.53,3.27,2.13,0.000251
E1725,5.43,7.72,2.34,0.8,2.76,1.19,3.44,0.7,4.33,8.092e-05
E1726,2.34,8.46,8.49,2.96,1.68,6.76,3.72,8.49,9.81,0.00034423
E1727,3.1,9.99,1.57,3.49,2.87,4.94,7.6,6.06,9.44,0.00018887
E1728,7.23,2.91,2.23,2.76,0.61,0.72,2.27,8.03,9.46,0.00018947
E1729,0.72,9.59,5.35,4.69,6.78,1.99,4.8,9.31,5.64,0.00011826
E1730,4.24,8.61,2.2,2.85,8.45,7.62,8.77,0.69,9.97,0.00038934
E1731,2.31,0.02,8.78,2.58,0.82,6.62,1.99,8.55,9.0,9.605e-05
E1732,4.34,2.37,9.92,6.32,5.07,0.07,7.75,0.87,7.08,9.967e-05
E1733,7.56,0.61,7.2,8.82,2.8,1.65,5.33,7.66,9.89,6.68e-05
E1734,1.38,1.01,2.53,4.61,3.79,1.06,7.94,8.54,6.38,0.00023936
E1735,6.95,5.88,7.0,6.95,4.9,1.83,1.16,8.08,4.75,0.00024396
E1736,7.07,9.23,9.15,1.79,1.82,8.95,9.49,0.29,1.04,5.075e-05
E1737,4.82,7.77,3.92,1.3,6.8,5.47,3.86,8.69,7.46,0.00031274
E1738,4.83,4.04,4.73,0.21,9.71,9.94,8.14,4.93,5.29,0.00028676
E1739,1.57,6.6,7.89,1.65,5.39,6.49,8.84,3.66,8.76,7.383e-05
E1740,0.5,8.46,5.99,9.03,7.25,5.42,4.1,4.17,8.59,0.00011926
E1741,8.15,4.67,3.84,8.84,5.91,2.1,8.11,7.22,7.75,5.914e-05
E1742,3.8,1.56,8.6,1.08,3.79,8.13,8.31,1.75,9.53,4.783e-05
E1743,3.39,7.26,7.13,4.0,1.52,9.76,3.89,1.07,4.28,0.00023027
E1744,0.33,9.06,0.25,2.38,0.95,4.28,7.48,2.52,6.11,0.0002448
E1745,3.5,8.92,7.72,7.04,2.5,8.98,6.14,1.3,9.34,0.00037317
E1746,3.95,4.68,2.28,8.04,2.42,3.12,4.13,1.82,5.57,0.00023749
E1747,5.58,7.82,0.32,9.63,9.63,7.07,5.42,0.13,1.65,0.00038502
E1748,0.1,6.89,7.09,6.3,2.4,8.87,0.17,1.85,1.86,0.00031257
E1749,1.32,1.55,9.06,6.62,0.14,7.76,4.19,1.41,1.38,0.00029129
E1750,4.32,2.13,7.51,4.2,7.66,8.65,6.75,1.33,9.74,0.00018182
E1751,5.36,9.63,7.3,4.16,6.97,5.27,3.91,3.08,3.5,3.689e-05
E1752,8.24,8.96,9.84,3.8,5.94,9.18,5.31,3.83,0.06,0.00037405
E1753,7.97,6.98,1.53,0.06,8.49,2.84,4.41,2.8,9.14,0.00010675
E1754,1.79,5.08,3.72,5.05,7.09,9.62,1.08,9.14,1.32,7.239e-05
E1755,1.23,0.17,7.47,6.55,1.78,4.58,9.82,7.4,5.61,0.0003832
E1756,1.82,4.04,0.54,5.4,1.49,5.28,6.65,6.96,5.91,0.00029931
E1757,5.27,4.56,4.86,7.74,9.11,4.95,1.58,9.8,0.64,0.00021932
E1758,3.5,8.08,4.59,0.25,6.98,6.04,8.68,9.2,3.19,0.00034626
E1759,8.71,4.91,2.0,3.77,1.51,4.86,9.78,8.56,7.19,0.00022216
E1760,5.85,4.47,7.53,7.34,8.02,8.46,0.74,5.97,6.97,0.00014447
E1761,3.27,1.28,5.85,1.83,0.92,9.14,9.34,1.23,4.45,0.00031352
E1762,0.95,8.73,8.39,8.72,8.23,5.68,6.21,0.46,6.12,1.97e-05
E1763,8.59,3.78,8.17,5.57,5.94,3.97,8.65,0.96,5.32,1.856e-05
E1764,3.94,7.06,4.79,3.19,9.92,5.82,7.23,8.25,0.43,0.00026736
E1765,1.17,4.93,5.45,8.32,0.06,6.49,2.57,1.66,7.46,0.00034214
E1766,7.85,2.35,7.3,7.31,3.13,4.71,4.4,5.99,5.66,1.51e-05
E1767,6.76,2.59,6.55,7.26,2.46,6.19,1.24,3.71,0.53,9.76e-06
E1768,9.67,1.33,2.98,6.99,5.02,2.08,9.29,2.34,0.79,8.074e-05
E1769,6.59,6.95,3.43,5.17,1.76,0.25,8.95,5.02,0.91,0.00028956
E1770,9.9,4.95,2.03,6.37,4.19,4.45,1.07,9.91,1.12,8.046e-05
E1771,5.35,6.54,9.88,9.73,2.19,6.4,4.64,0.02,5.66,0.00012646
E1772,2.19,1.61,3.58,7.4,6.75,9.66,2.51,0.21,6.31,0.00014819
E1773,8.54,1.88,5.16,2.58,5.94,0.94,0.64,1.81,3.12,0.00023
E1774,3.39,9.25,5.66,7.24,2.12,9.69,7.81,9.78,8.57,1.074e-05
E1775,9.33,9.86,5.19,0.66,3.8,1.57,1.0,7.31,1.44,0.00012621
E1776,9.96,5.82,2.91,4.35,5.33,1.06,3.54,0.9,6.9,7.227e-05
E1777,0.54,7.53,5.59,10.0,3.52,0.66,1.1,7.02,5.18,0.00020049
E1778,2.39,1.06,1.0,3.72,6.01,0.13,9.58,5.25,0.56,0.00016181
E1779,2.93,4.76,9.42,7.02,5.49,9.38,2.84,2.62,8.59,4.77e-05
E1780,0.98,6.65,5.25,4.53,8.98,1.05,8.84,9.54,1.11,0.00022927
E1781,2.14,1.63,6.82,3.94,4.55,0.91,7.17,2.15,9.33,0.00016433
E1782,1.64,1.42,9.71,5.3,1.86,0.48,2.29,8.62,9.39,0.00030473
E1783,4.9,4.09,2.02,2.85,8.66,5.7,3.49,9.86,7.1,0.0002813
E1784,3.91,4.45,6.07,3.34,9.62,5.87,4.98,2.16,4.49,0.00023581
E1785,3.77,3.24,1.49,1.18,8.37,1.38,3.31,6.71,8.22,0.00029902
E1786,1.58,7.0,2.75,7.33,0.3,2.99,4.9,9.02,6.59,0.00010409
E1787,8.76,5.68,4.25,2.62,1.14,4.19,5.61,2.62,0.34,0.00036129
E1788,8.27,0.31,4.32,5.94,7.43,9.57,9.68,9.82,3.57,0.00011686
E1789,7.48,0.41,6.98,3.41,6.75,4.89,8.86,2.95,7.29,2.64e-05
E1790,3.07,3.15,8.63,0.03,9.48,6.34,9.27,5.26,9.41,0.00027394
E1791,0.52,5.38,4.09,8.21,0.33,2.44,8.51,9.11,2.24,7.539e-05
E1792,3.96,8.71,6.93,0.26,3.32,8.21,6.71,1.72,1.12,0.00037207
E1793,0.03,8.85,1.1,9.26,8.1,2.11,8.73,5.92,5.15,0.00017794
E1794,1.56,9.66,7.5,9.63,3.27,1.3,7.23,5.7,4.4,0.00028916
E1795,8.44,5.87,4.27,1.42,0.61,8.05,6.13,2.04,8.53,0.00026388
E1796,9.25,6.16,4.96,1.97,5.9,8.11,6.87,8.92,8.44,0.00019475
E1797,3.07,5.55,2.57,0.45,6.86,1.28,5.8,4.15,5.16,0.0001424
E1798,0.44,1.5,9.72,4.4,1.68,7.21,8.84,9.1,0.85,0.00022325
E1799,1.69,1.61,9.37,6.08,2.6,7.57,2.03,9.62,0.8,4.46e-05
E1800,5.78,1.38,0.7,7.79,6.58,9.13,1.13,5.47,3.63,0.0001338
E1801,3.69,0.79,3.96,0.32,6.59,7.03,0.6,9.84,0.46,0.00018936
E1802,6.24,3.89,9.39,8.88,5.85,3.14,4.48,9.17,2.52,0.00020032
E1803,0.18,6.26,4.8,8.92,4.09,8.11,9.32,7.48,2.09,7.124e-05
E1804,5.78,7.45,0.71,4.41,1.84,1.28,8.65,5.99,6.93,6.746e-05
E1805,3.43,9.23,2.52,1.17,3.72,1.35,1.37,5.3,7.74,0.00010454
E1806,6.88,9.71,0.54,7.45,1.74,8.14,3.75,6.83,4.3,0.00014761
E1807,7.95,6.17,3.33,0.31,8.69,1.6,4.08,2.81,4.8,0.00014979
E1808,5.75,4.98,0.6,8.78,9.6,5.13,6.75,3.88,9.57,0.0002754
E1809,6.65,1.68,2.22,8.22,1.37,9.23,9.4,4.02,7.7,0.00032815
E1810,4.81,1.74,0.5,6.41,7.95,3.23,8.07,0.21,0.71,3.58e-05
E1811,6.04,7.22,3.16,9.14,5.36,0.71,9.95,8.68,9.7,0.00010868
E1812,0.99,8.96,5.91,7.27,7.54,4.28,6.66,8.54,2.95,0.00021423
E1813,8.79,0.35,7.11,3.15,9.52,9.49,9.12,7.21,4.66,5.55e-05
E1814,0.01,5.46,9.21,2.09,2.61,4.81,5.29,1.2,2.21,0.00031071
E1815,6.61,8.61,8.96,3.7,6.24,7.64,2.74,5.87,1.42,0.00022831
